"270";"NCT OF DELHI";"Dallo Pura";"154955";"111514";"903";""
"271";"NCT OF DELHI";"Hastsal";"177033";"129653";"862";""
"272";"NCT OF DELHI";"Nangloi Jat";"205497";"147805";"867";""
"273";"NCT OF DELHI";"Delhi Cantonment";"116352";"93971";"719";""
"274";"NCT OF DELHI";"Deoli";"169410";"123167";"858";""
"275";"ORISSA";"Sambalpur Town";"183383";"141329";"938";""
"276";"ORISSA";"Raurkela Industrial Township";"210412";"164546";"916";""
"277";"ORISSA";"Raurkela Town";"273217";"214744";"885";""
"278";"ORISSA";"Baripada Town";"110058";"89421";"931";""
"279";"ORISSA";"Baleshwar Town";"118202";"95084";"960";""
"280";"ORISSA";"Bhadrak";"107369";"76928";"949";""
"281";"ORISSA";"Cuttack";"606007";"508188";"997";""
"282";"ORISSA";"Bhubaneswar Town";"837737";"710243";"882";""
"283";"ORISSA";"Puri Town";"201026";"164481";"928";""
"284";"ORISSA";"Brahmapur Town";"355823";"293818";"917";""
"285";"PUDUCHERRY";"Puducherry";"241773";"195861";"1045";""
"286";"PUDUCHERRY";"Ozhukarai";"300028";"244264";"1025";""
"287";"PUNJAB";"Pathankot";"148357";"119483";"906";""
"288";"PUNJAB";"Batala";"156400";"121138";"897";""
"289";"PUNJAB";"Kapurthala";"101654";"78914";"832";""
"290";"PUNJAB";"Jalandhar";"862196";"665625";"882";""
"291";"PUNJAB";"Hoshiarpur";"168443";"135094";"908";""
"292";"PUNJAB";"Khanna";"128130";"97022";"890";""
"293";"PUNJAB";"Ludhiana";"1613878";"1230218";"845";""
"294";"PUNJAB";"Moga";"150432";"110764";"886";""
"295";"PUNJAB";"Firozpur";"110091";"78615";"885";""
"296";"PUNJAB";"Abohar";"145238";"103319";"890";""
"297";"PUNJAB";"Muktsar";"117085";"79979";"888";""
"298";"PUNJAB";"Bathinda";"285813";"211318";"883";""
"299";"PUNJAB";"Patiala";"405164";"316093";"879";""
"300";"PUNJAB";"Amritsar";"1132761";"872527";"879";""
"301";"PUNJAB";"S.A.S. Nagar";"146104";"123930";"911";""
"302";"PUNJAB";"Malerkotla";"135330";"83606";"895";""
"303";"PUNJAB";"Barnala";"116454";"82347";"869";""
"304";"RAJASTHAN";"Ganganagar";"224773";"166449";"859";""
"305";"RAJASTHAN";"Hanumangarh";"151104";"104285";"893";""
"306";"RAJASTHAN";"Bikaner";"647804";"451663";"900";""
"307";"RAJASTHAN";"Churu";"119846";"77751";"940";""
